provincia,partido,localidad,linkIndec,otros,"0,256Mbps","0,5Mbps","0,512Mbps","0,75Mbps",1Mbps,"1,5Mbps",2Mbps,"2,2Mbps","2,5Mbps",3Mbps,"3,3Mbps","3,5Mbps",4Mbps,"4,5Mbps",5Mbps,6Mbps,"6,4Mbps",7Mbps,"7,5Mbps",8Mbps,9Mbps,10Mbps,"10,1Mbps","10,2Mbps",11Mbps,12Mbps,"12,3Mbps",13Mbps,14Mbps,15Mbps,16Mbps,17Mbps,18Mbps,20Mbps,"20,5Mbps",21Mbps,22Mbps,23Mbps,24Mbps,25Mbps,"25,1Mbps","25,5Mbps",26Mbps,27Mbps,30Mbps,31Mbps,32Mbps,35Mbps,36Mbps,40Mbps,41Mbps,45Mbps,48Mbps,49Mbps,50Mbps,"50,1Mbps","50,25Mbps",51Mbps,55Mbps,59Mbps,60Mbps,61Mbps,65Mbps,66Mbps,70Mbps,75Mbps,80Mbps,85Mbps,90Mbps,95Mbps,98Mbps,100Mbps,"100,1Mbps","100,25Mbps",105Mbps,110Mbps,120Mbps,122Mbps,125Mbps,130Mbps,140Mbps,150Mbps,155Mbps,160Mbps,164Mbps,165Mbps,180Mbps,200Mbps,205Mbps,212Mbps,220Mbps,225Mbps,240Mbps,246Mbps,250Mbps,256Mbps,275Mbps,300Mbps,320Mbps,325Mbps,330Mbps,350Mbps,400Mbps,450Mbps,480Mbps,500Mbps,512Mbps,520Mbps,540Mbps,600Mbps,680Mbps,700Mbps,800Mbps,850Mbps,900Mbps,999Mbps,1000Mbps,1024Mbps,4000Mbps,10000Mbps,totalAccesos
BUENOS AIRES,Pergamino,Pergamino,6623100.0,15.0,,3.0,1.0,95.0,,,,,,,,1213.0,,,252.0,1.0,,,,919.0,,165.0,,,,,,,,2728.0,,,,6.0,,,,,,1.0,,,,,10.0,,,,,,,,,,1114.0,,,,,,,,,,,,,,,,,11690.0,,,,,,,,,,,,,,,,,,,,,,,,,,8396.0,,,,,,,,442.0,,,,,,,,,,,62.0,,,,27113.0
BUENOS AIRES,Pergamino,Pinzón,6623110.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
BUENOS AIRES,Pergamino,Rancagua,6623120.0,,,,,,,,109.0,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0
BUENOS AIRES,Pergamino,Villa Angélica  (Est. El Socorro),6623130.0,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0
BUENOS AIRES,Pergamino,Villa San José,6623140.0,,,,,,,,,,,15.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
BUENOS AIRES,Pila,Casalins,6630010.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0
BUENOS AIRES,Pila,Pila,6630020.0,,,,,,,,,,,,,,,,,11.0,,,,19.0,,,,,,15.0,,,,12.0,,,,4.0,,,,,,,,,,,10.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0
BUENOS AIRES,Pilar,Del Viso,6638040.0,2.0,,,,,30.0,,9.0,,,198.0,,,3.0,,67.0,771.0,,,,58.0,,788.0,,,,258.0,,,,10.0,,,,345.0,,,,,,168.0,,,,,2104.0,,,,,225.0,,,,,6055.0,,,,,,102.0,,,,,2.0,,,,,,3505.0,,,,,,,,,,1295.0,,,,,,72.0,,,,,,,,,,3620.0,,,,,,,,440.0,,,,1188.0,,,,,,,539.0,,,,21854.0
BUENOS AIRES,Pilar,Fátima,6638040.0,11.0,,,,4.0,,,,,,237.0,,27.0,,,,1.0,,,,7.0,,1.0,,,,,,,,3.0,,,,4.0,,,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,24.0,,,,,,,,,,,2692.0,,,,,,,,,,57.0,,,,,,,,,,,,,,,,92.0,,,,,,,,8.0,,,,,,,,,,,88.0,,,,3268.0
BUENOS AIRES,Pilar,La Lonja,6638040.0,83.0,,,,,118.0,,16.0,,,408.0,,,4.0,,1.0,544.0,,,,25.0,,838.0,,,,44.0,,,,3.0,,,,41.0,,,,,,20.0,,,,,82.0,,,,,114.0,,,,,295.0,,,,,,10.0,,,,,,,,,,,790.0,,,,,,,,,,137.0,,,,,,137.0,,,,,,,,13.0,,1239.0,,,,,,,,216.0,22.0,,,110.0,,,,,,,107.0,,,,5417.0
BUENOS AIRES,Pilar,Los Cachorros,6638040.0,,,,,,,,,,,,,,,,5.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,,,213.0,,,,,2.0,,,,,,5.0,,,,,,,,,,1707.0,,,,,,,,,,,,,,,,1147.0,,,,,,,,327.0,,,,,,,,,,,691.0,,,,4152.0
BUENOS AIRES,Pilar,Manuel Alberti,6638040.0,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,,,,,,,,565.0,,,,,,,,,,,74.0,,,,2578.0
BUENOS AIRES,Pilar,Manzanares,6638040.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,577.0,,,,,,,,,,,,,,,,154.0,,,,,,,,27.0,,,,,,,,,,,287.0,,,,1123.0
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040.0,,,,,,,,,,,5.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0
BUENOS AIRES,Pilar,Otros,,,,,,,,,,,,31.0,,,,,,237.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0
BUENOS AIRES,Pilar,Pilar,6638040.0,135.0,,9.0,2.0,44.0,56.0,,314.0,,,208.0,,238.0,8.0,,19.0,1254.0,,,,284.0,,2857.0,,,,81.0,,,,382.0,,,,8899.0,,,,,,67.0,,,,,10462.0,,,,,15.0,,,,,3442.0,,,,,,516.0,,,,,10.0,,,,,,2673.0,,,,,,,,,,5895.0,,,,,,346.0,,,,,,,,,,5177.0,,,,,,,,1199.0,,,,109.0,,,,,,2.0,2130.0,,,,46833.0
BUENOS AIRES,Pilar,Presidente Derqui,6638040.0,,,,,,,,,,,14.0,,,1564.0,,11.0,239.0,,,,,,469.0,,,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,22.0,,,,,,312.0,,,,,8.0,,,,,,116.0,,,,,,,,,,2469.0,,,,,,4.0,,,,,,,,,,2367.0,,,,,,,,425.0,,,,,,,,,,,780.0,,,,8807.0
BUENOS AIRES,Pilar,Santa Teresa,6638040.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
BUENOS AIRES,Pilar,Tortuguitas,6638040.0,,,,2.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
BUENOS AIRES,Pilar,Villa Astolfi,6638040.0,,,,,,,,,,,1.0,,,,,1.0,8.0,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,82.0,,,,,1.0,,,,,,10.0,,,,,,,,,,646.0,,,,,,,,,,,,,,,,585.0,,,,,,,,156.0,,,,,,,,,,,206.0,,,,1716.0
BUENOS AIRES,Pilar,Villa Rosa,6638040.0,11.0,,,,17.0,,,,,,66.0,,160.0,,,2.0,387.0,,,,136.0,,65.0,,,,2.0,,,,157.0,,,,362.0,,,,,,,,,,,11.0,,,,,,,,,,313.0,,,,,,136.0,,,,,2.0,,,,,,1566.0,,,,,,,,,,1474.0,,,,,,60.0,,,,,,,,,,3242.0,,,,,,,,850.0,,,,118.0,,,,,,,575.0,,,,9712.0
BUENOS AIRES,Pilar,Zelaya,6638040.0,,,,,,,,,,,7.0,,,,,,4.0,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,5.0,,,,31.0
BUENOS AIRES,Pinamar,Pinamar,6644010.0,1003.0,,2.0,1.0,3.0,95.0,,,,,24.0,,21.0,,,4.0,177.0,,,,19.0,,8518.0,,,,,,,,91.0,,,,8.0,,,,,,,,,,,14809.0,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,1771.0,,,,,,,,,,,,,,,,,,,,,,,,,,1324.0,,,,,,,,91.0,,,,,,,,,,,,,,,28181.0
BUENOS AIRES,Presidente Perón,Guernica,6648010.0,1.0,,,,5.0,,,42.0,,,49.0,,42.0,15.0,,26.0,,,3.0,,14.0,,302.0,,,,,,,,19.0,,,,1.0,,,,,,3.0,,,,,6321.0,,,,,,,,,,123.0,,,,,,448.0,,,,,15.0,,,,,,244.0,,,,,,,,,,4779.0,,,,,,,,,,,,,,,,4782.0,,,,,,,,1101.0,,,,,,,,,,,1011.0,,,,19346.0
BUENOS AIRES,Puán,Bordenave,6651020.0,,,1.0,,,,141.0,,,,17.0,,,,,1.0,,,,,,,,,,,,,,,166.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0
BUENOS AIRES,Puán,Darregueira,6651030.0,2142.0,,,,,,,,,,,,11.0,,,,,,,,30.0,,,,,,,,,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382.0
BUENOS AIRES,Puán,Puán,6651080.0,,,1.0,,,,,,,,,,,,,,,,,,,,1103.0,,,,,,,,,,,,765.0,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193.0
BUENOS AIRES,Puán,San Germán,6651090.0,,,,,,,,,,,9.0,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0
BUENOS AIRES,Puán,Villa Iris,6651110.0,,,,,,,,,,,,,,,,,22.0,,,,,,46.0,,,,787.0,,,,,,,,,,,,,20.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.0
BUENOS AIRES,Punta Indio,Pipinas,6655030.0,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0
BUENOS AIRES,Punta Indio,Punta Indio,6655040.0,,,,,,,,,,,,,,,,78.0,,,,,,,30.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0
BUENOS AIRES,Punta Indio,Verónica,6655050.0,,,,,,,,,,,,,28.0,816.0,,,,,,,75.0,,,,,,,,,,127.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.0
BUENOS AIRES,Quilmes,Bernal,6658010.0,2.0,,3.0,1.0,17.0,4.0,,1.0,,,2.0,,45.0,,,6.0,3.0,,,,44.0,,859.0,,,,,,,,52.0,,,,3.0,,,,,,37.0,,,,,9551.0,,,,,,,,,,530.0,,,,,,781.0,,,,,18.0,,,,,,3322.0,,,,,,,,,,5048.0,,,,,,,,,,,,,,,,8235.0,,,,,,,,1364.0,,,,,,,,,,,1531.0,,,,31459.0
BUENOS AIRES,Quilmes,Bernal Oeste,6658010.0,,,,,3.0,21.0,,,,,13.0,,59.0,171.0,,1.0,200.0,,,,120.0,,472.0,,,,83.0,,,,84.0,,,,55.0,,,1.0,,,1.0,,,,,572.0,,,,,1.0,,,,,224.0,,,,,,,,,,,,,,,,,1763.0,,,,,,,,,,,,,,,,,,,,,,,,,,1625.0,,,,,,,,196.0,,,,,,,,,,,39.0,,,,5704.0
BUENOS AIRES,Quilmes,Don Bosco,6658010.0,1.0,,,,,2.0,,,,,1.0,,4.0,,,,,,,,1.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,136.0,,,,,,33.0,,,,,1.0,,,,,,648.0,,,,,,,,,,598.0,,,,,,,,,,,,,,,,1201.0,,,,,,,,193.0,,,,3.0,,,,,,,274.0,,,,3132.0
BUENOS AIRES,Quilmes,Ezpeleta,6658010.0,,,,,2.0,3.0,,,,,320.0,,19.0,,,4.0,13.0,,,,24.0,,281.0,,,,,,,,69.0,,,,,,,,,,1.0,,,,,2564.0,,,,,,,,,,225.0,,,,,,418.0,,,,,10.0,,,,,,1958.0,,,,,,,,,,3635.0,,,,,,,,,,,,,,,,4904.0,,,,,,,,804.0,,,,,,,,,,,1143.0,,,,16397.0
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010.0,,,,,3.0,,,,,,9.0,,9.0,,,,7.0,,,,7.0,,3.0,,,,,,,,29.0,,,,,,,,,,,,,,,3845.0,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,684.0,,,,,,,,,,,,,,,,,,,,,,,,,,670.0,,,,,,,,86.0,,,,,,,,,,,11.0,,,,5429.0
BUENOS AIRES,Quilmes,Quilmes,6658010.0,3.0,1.0,8.0,2.0,18.0,36.0,,6.0,,,34.0,,54.0,136.0,,41.0,51.0,,,,38.0,,1241.0,,,,,,,,27.0,,,,16.0,,,,,,7.0,,,,,12015.0,,,,,,,,,,1697.0,,,,,,1277.0,,,,,26.0,,,,,,10100.0,,,,,,,,,,9998.0,,,,,,,,,,,,,,,,18727.0,,,,,,,,3093.0,,,,,,,,,,,3444.0,,,,62096.0
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010.0,,,7.0,,22.0,19.0,,1.0,,,10.0,,52.0,,,,20.0,,,,15.0,,17.0,,,,,,,,31.0,,,,2.0,,,,,,,,,,,13635.0,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,3467.0,,,,,,,,,,,,,,,,,,,,,,,,,,3284.0,,,,,,,,460.0,,,,,,,,,,,72.0,,,,21564.0
BUENOS AIRES,Quilmes,San Francisco Solano,6658010.0,,,,,1.0,7.0,,,,,12.0,,,114.0,,16.0,13.0,,,,,,316.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,10.0,,,,,,,,,,240.0,,,,,,419.0,,,,,6.0,,,,,,1247.0,,,,,,,,,,3517.0,,,,,,,,,,,,,,,,4377.0,,,,,,,,899.0,,,,,,,,,,,988.0,,,,12184.0
BUENOS AIRES,Quilmes,Villa La Florida,6658010.0,,,3.0,,4.0,,,,,,,,15.0,114.0,,2.0,,,,,4.0,,103.0,,,,,,,,3.0,,,,1.0,,,,,,,,,,,6951.0,,,,,,,,,,82.0,,,,,,186.0,,,,,4.0,,,,,,719.0,,,,,,,,,,1631.0,,,,,,,,,,,,,,,,1977.0,,,,,,,,449.0,,,,2.0,,,,,,,422.0,,,,12672.0
BUENOS AIRES,Ramallo,El Paraíso,6665010.0,,,,,,,,,,,103.0,,,,,,14.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0
BUENOS AIRES,Ramallo,Pérez Millán,6665030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
BUENOS AIRES,Ramallo,Ramallo,6665040.0,1.0,,,1.0,,2.0,,,,,317.0,,,,,,1220.0,,,,,,364.0,,,,,,,,73.0,,,,2.0,,,,,,,,,,,46.0,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,1389.0,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,,,,,,,21.0,,,,,,,,,,,3.0,,,,4291.0
BUENOS AIRES,Ramallo,Villa Ramallo,6665060.0,1.0,,,,,3.0,,,,,111.0,,,,,,272.0,,,,,,289.0,,,,,,,,209.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,321.0,,,,,,,,,,,,,,,,,1359.0,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,,,,,,,,16.0,,,,,,,,,,,5.0,,,,3120.0
BUENOS AIRES,Rauch,Otros,,,,,,,11.0,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
BUENOS AIRES,Rauch,Rauch,6672010.0,,,2.0,,,76.0,,9.0,,,8.0,,101.0,21.0,,,,,,,341.0,,200.0,,,,,,,,746.0,,,,105.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612.0
BUENOS AIRES,Rivadavia,América,6679010.0,103.0,,1.0,,,852.0,,898.0,,,155.0,,521.0,320.0,,6.0,52.0,,,,57.0,,146.0,,,,,,,,87.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,,,,,,,,,,,,,,3686.0
BUENOS AIRES,Rivadavia,Fortín Olavarría,6679020.0,153.0,,,,,75.0,,,,,125.0,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,483.0
BUENOS AIRES,Rivadavia,González Moreno,6679030.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
BUENOS AIRES,Rivadavia,Sansinena,6679070.0,6.0,,,,,124.0,,,,,175.0,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,377.0
BUENOS AIRES,Rojas,Las Carabelas,6686020.0,,,1.0,,,40.0,,48.0,,,66.0,,,25.0,,35.0,20.0,,,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0
BUENOS AIRES,Rojas,Rafael Obligado,6686040.0,,,,,,,,8.0,,,11.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0
BUENOS AIRES,Rojas,Rojas,6686060.0,153.0,,,,7.0,478.0,,201.0,,,2467.0,,269.0,,,374.0,697.0,,,,281.0,,50.0,,,,287.0,,,,322.0,,,,30.0,,,,,,,,,,,10.0,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,788.0,,,,,,,,,,,,,,,,,,,,,,,,,,388.0,,,,,,,,28.0,,,,,,,,,,,13.0,,,,6979.0
BUENOS AIRES,Roque Pérez,Carlos Beguerie,6693010.0,,,,,,,,,,,,,,,,34.0,2.0,,,,1.0,,148.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0
BUENOS AIRES,Roque Pérez,Roque Pérez,6693020.0,,,,,,,,,,,,,19.0,,,247.0,18.0,,8.0,,51.0,,14.0,,,,,,,,131.0,,,,1.0,,,,,,1745.0,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,379.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,4.0,,,,,,,,,,,1.0,,,,2796.0
BUENOS AIRES,Saavedra,Arroyo Corto,6700010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0
BUENOS AIRES,Saavedra,Espartillar,6700040.0,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0
BUENOS AIRES,Saavedra,Goyena,6700050.0,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0
BUENOS AIRES,Saavedra,Pigüé,6700060.0,12.0,,,,,,,,,,,,23.0,,,,,,,,62.0,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,,,4483.0,,,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5303.0
BUENOS AIRES,Saavedra,Saavedra,6700070.0,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0
BUENOS AIRES,Saladillo,Alvarez de Toledo,6707010.0,,,,,,,,,,,,,,,,18.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0
BUENOS AIRES,Saladillo,Cazón,6707030.0,,,,,,,,,,,,,,,,19.0,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0
BUENOS AIRES,Saladillo,Del Carril,6707040.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
BUENOS AIRES,Saladillo,Saladillo,6707060.0,,,,,5.0,1.0,,,,,151.0,,60.0,1.0,,227.0,346.0,,,,132.0,,1868.0,,,,,,,,1175.0,,,,8.0,,,,,,,,,,,1.0,,,1254.0,,,,,,,440.0,,,,112.0,,,,,,,,,,,,,3050.0,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,62.0,,,,,,,,,,,7.0,,,,10100.0
BUENOS AIRES,Salliqueló,Quenumá,6721010.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
BUENOS AIRES,Salliqueló,Salliqueló,6721020.0,,,2.0,,,,,,,,,,13.0,,,,,,,,28.0,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
BUENOS AIRES,Salto,Arroyo Dulce,6714010.0,,,,,,,,,,,432.0,,,,,69.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0
BUENOS AIRES,Salto,Gahan,6714030.0,,,,,,181.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0
BUENOS AIRES,Salto,Inés Indart,6714040.0,,,,,,,,,,,188.0,,,,,,10.0,,,,,,6.0,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0
BUENOS AIRES,Salto,La Invencible,6714050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0
BUENOS AIRES,Salto,Salto,6714060.0,3078.0,,,,11.0,,,,,,,,70.0,,,1.0,28.0,,,,136.0,,5091.0,,,,,,,,967.0,,,,234.0,,,,,,1406.0,,,,,62.0,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11168.0
